site,tag,alias,datetime,value,avgvalue,strvalue,quality
mtphd,17R1562_NV_PT,17R1562 Net Volume,2021-04-17T00:00:00.000Z,53861.25391,55397.49044,"""""",0
mtphd,17R1571_MAT_PT,17R1571 Product code,2021-04-17T00:00:00.000Z,"""""","""""",DIESEL_SAISN_FTS,0
mtphd,17R1571_NV_PT,17R1571 Net Volume,2021-04-17T00:00:00.000Z,15234.58789,15229.31747,"""""",0
mtphd,17R1572_MAT_PT,17R1572 Product code,2021-04-17T00:00:00.000Z,"""""","""""",GAZOLE,0
mtphd,17R1572_NV_PT,17R1572 Net Volume,2021-04-17T00:00:00.000Z,113409.5547,113384.3727,"""""",0
mtphd,17R1801_MAT_PT,17R1801 Product code,2021-04-17T00:00:00.000Z,"""""","""""",NAPHTA,0
mtphd,17R1801_NV_PT,17R1801 Net Volume,2021-04-17T00:00:00.000Z,26935.08789,26934.52197,"""""",0
mtphd,17R3001_MAT_PT,17R3001 Product code,2021-04-17T00:00:00.000Z,"""""","""""",DIESEL_SAISN_FTS,0
mtphd,17R3001_NV_PT,17R3001 Net Volume,2021-04-17T00:00:00.000Z,54540.78125,51899.56739,"""""",0
mtphd,17R3002_MAT_PT,17R3002 Product code,2021-04-17T00:00:00.000Z,"""""","""""",BRUT_LSB,0
mtphd,17R3002_NV_PT,17R3002 Net Volume,2021-04-17T00:00:00.000Z,161875.25,162649.92,"""""",0
mtphd,17R4001_MAT_PT,17R4001 Product code,2021-04-17T00:00:00.000Z,"""""","""""",BRUT_MSW,0
mtphd,17R4001_NV_PT,17R4001 Net Volume,2021-04-17T00:00:00.000Z,288370.0313,149725.6003,"""""",0
mtphd,17R4002_MAT_PT,17R4002 Product code,2021-04-17T00:00:00.000Z,"""""","""""",BRUT_WCS,0
mtphd,17R4002_NV_PT,17R4002 Net Volume,2021-04-17T00:00:00.000Z,85464.5,85468.93055,"""""",0
mtphd,17R4003_MAT_PT,17R4003 Product code,2021-04-17T00:00:00.000Z,"""""","""""",BRUT_WCS,0
mtphd,17R4003_NV_PT,17R4003 Net Volume,2021-04-17T00:00:00.000Z,201185.0625,201271.6842,"""""",0
mtphd,17R4004_MAT_PT,17R4004 Product code,2021-04-17T00:00:00.000Z,"""""","""""",BRUT_SYN,0
mtphd,17R4004_NV_PT,17R4004 Net Volume,2021-04-17T00:00:00.000Z,121318.0625,126032.2585,"""""",0
mtphd,17R4005_MAT_PT,17R4005 Product code,2021-04-17T00:00:00.000Z,"""""","""""",BRUT_BAKKEN_UHC_L9,0
mtphd,17R4005_NV_PT,17R4005 Net Volume,2021-04-17T00:00:00.000Z,98388.07031,109585.1914,"""""",0
mtphd,17R5001_MAT_PT,17R5001 Product code,2021-04-17T00:00:00.000Z,"""""","""""",BUTANE,0
mtphd,17R5001_NV_PT,17R5001 Net Volume,2021-04-17T00:00:00.000Z,0,0,"""""",0
mtphd,17R5002_MAT_PT,17R5002 Product code,2021-04-17T00:00:00.000Z,"""""","""""",ISOBUTANE_STORAGE,0
mtphd,17R5002_NV_PT,17R5002 Net Volume,2021-04-17T00:00:00.000Z,2100,2100,"""""",0
mtphd,17R5003_MAT_PT,17R5003 Product code,2021-04-17T00:00:00.000Z,"""""","""""",PPMIX,0
mtphd,17R5003_NV_PT,17R5003 Net Volume,2021-04-17T00:00:00.000Z,700,700,"""""",0
mtphd,17R5004_MAT_PT,17R5004 Product code,2021-04-17T00:00:00.000Z,"""""","""""",BBMIX,0
mtphd,17R5004_NV_PT,17R5004 Net Volume,2021-04-17T00:00:00.000Z,0,0,"""""",0
mtphd,17R5005_MAT_PT,17R5005 Product code,2021-04-17T00:00:00.000Z,"""""","""""",BUTANE,0
mtphd,17R5005_NV_PT,17R5005 Net Volume,2021-04-17T00:00:00.000Z,0,0,"""""",0
mtphd,17R5006_MAT_PT,17R5006 Product code,2021-04-17T00:00:00.000Z,"""""","""""",PROPANE_HD5,0
mtphd,17R5006_NV_PT,17R5006 Net Volume,2021-04-17T00:00:00.000Z,0,0,"""""",0
mtphd,17R5007_MAT_PT,17R5007 Product code,2021-04-17T00:00:00.000Z,"""""","""""",BENZENE,0
mtphd,17R5007_NV_PT,17R5007 Net Volume,2021-04-17T00:00:00.000Z,0,0,"""""",0
mtphd,17R5008_MAT_PT,17R5008 Product code,2021-04-17T00:00:00.000Z,"""""","""""",RBOB_10,0
mtphd,17R5008_NV_PT,17R5008 Net Volume,2021-04-17T00:00:00.000Z,0,0,"""""",0
mtphd,17R5009_MAT_PT,17R5009 Product code,2021-04-17T00:00:00.000Z,"""""","""""",MAZOUT_LE-2,0
mtphd,17R5009_NV_PT,17R5009 Net Volume,2021-04-17T00:00:00.000Z,0,0,"""""",0
mtphd,17R5010_MAT_PT,17R5010 Product code,2021-04-17T00:00:00.000Z,"""""","""""",GA_S-V_LO_LUB,0
mtphd,17R5010_NV_PT,17R5010 Net Volume,2021-04-17T00:00:00.000Z,0,0,"""""",0
mtphd,27R0015_MAT_PT,27R0015 Product code,2021-04-17T00:00:00.000Z,"""""","""""",REJET,0
mtphd,27R0015_NV_PT,27R0015 Net Volume,2021-04-17T00:00:00.000Z,0,0,"""""",0
mtphd,28R0107_MAT_PT,28R0107 Product code,2021-04-17T00:00:00.000Z,"""""","""""",REJET,0
mtphd,28R0107_NV_PT,28R0107 Net Volume,2021-04-17T00:00:00.000Z,8765.858398,8886.578146,"""""",0
mtphd,28R0109_MAT_PT,28R0109 Product code,2021-04-17T00:00:00.000Z,"""""","""""",REJET,0
mtphd,28R0109_NV_PT,28R0109 Net Volume,2021-04-17T00:00:00.000Z,5057.168945,5243.211995,"""""",0
mtphd,34R3429_MAT_PT,34R3429 Product code,2021-04-17T00:00:00.000Z,"""""","""""",XYLENES,0
mtphd,34R3429_NV_PT,34R3429 Net Volume,2021-04-17T00:00:00.000Z,546.3423462,546.3196394,"""""",0
mtphd,34R3431_MAT_PT,34R3431 Product code,2021-04-17T00:00:00.000Z,"""""","""""",XYLENES,0
mtphd,34R3431_NV_PT,34R3431 Net Volume,2021-04-17T00:00:00.000Z,544.0901489,544.3692057,"""""",0
mtphd,34R3433_MAT_PT,34R3433 Product code,2021-04-17T00:00:00.000Z,"""""","""""",TOLUENE_NITRATION,0
mtphd,34R3433_NV_PT,34R3433 Net Volume,2021-04-17T00:00:00.000Z,272.5672302,272.460946,"""""",0
mtphd,34R3434_MAT_PT,34R3434 Product code,2021-04-17T00:00:00.000Z,"""""","""""",TOLUENE_NITRATION,0
mtphd,34R3434_NV_PT,34R3434 Net Volume,2021-04-17T00:00:00.000Z,264.8345947,264.6776817,"""""",0
mtphd,34R3435_MAT_PT,34R3435 Product code,2021-04-17T00:00:00.000Z,"""""","""""",TOLUENE_NITRATION,0
mtphd,34R3435_NV_PT,34R3435 Net Volume,2021-04-17T00:00:00.000Z,270.579834,270.7308066,"""""",0
mtphd,34R3437_MAT_PT,34R3437 Product code,2021-04-17T00:00:00.000Z,"""""","""""",HORS_SERVICE,0
mtphd,34R3437_NV_PT,34R3437 Net Volume,2021-04-17T00:00:00.000Z,0,0,"""""",0
mtphd,34R3451_MAT_PT,34R3451 Product code,2021-04-17T00:00:00.000Z,"""""","""""",TOLUENE_NITRATION,0
mtphd,34R3451_NV_PT,34R3451 Net Volume,2021-04-17T00:00:00.000Z,370.9542236,397.3397704,"""""",0
mtphd,34R3452_MAT_PT,34R3452 Product code,2021-04-17T00:00:00.000Z,"""""","""""",TOLUENE_NITRATION,0
mtphd,34R3452_NV_PT,34R3452 Net Volume,2021-04-17T00:00:00.000Z,517.2553101,554.430111,"""""",0
mtphd,35R0400_MAT_PT,35R0400 Product code,2021-04-17T00:00:00.000Z,"""""","""""",HORS_SERVICE,0
