site,tag,alias,datetime,value,avgvalue,strvalue,quality
edphd,TK408.MATERIAL,Tank 408 Product code,2021-04-17T00:00:00.000Z,"""""","""""",MAINT,0
edphd,TK408.VOLUME,Tank 408 Volume,2021-04-16T00:00:00.000Z,0.812304318,0.812304318,"""""",0
edphd,TK408.VOLUME,Tank 408 Volume,2021-04-17T00:00:00.000Z,0.812304318,0.812304318,"""""",0
edphd,TK409.MATERIAL,Tank 409 Product code,2021-04-16T00:00:00.000Z,"""""","""""",JETA,0
edphd,TK409.MATERIAL,Tank 409 Product code,2021-04-17T00:00:00.000Z,"""""","""""",JETA,0
edphd,TK409.VOLUME,Tank 409 Volume,2021-04-16T00:00:00.000Z,2848.838135,2848.838135,"""""",0
edphd,TK409.VOLUME,Tank 409 Volume,2021-04-17T00:00:00.000Z,2846.81958,2849.461812,"""""",0
edphd,TK410.MATERIAL,Tank 410 Product code,2021-04-16T00:00:00.000Z,"""""","""""",JETA,0
edphd,TK410.MATERIAL,Tank 410 Product code,2021-04-17T00:00:00.000Z,"""""","""""",JETA,0
edphd,TK410.VOLUME,Tank 410 Volume,2021-04-16T00:00:00.000Z,6810.666992,6810.666992,"""""",0
edphd,TK410.VOLUME,Tank 410 Volume,2021-04-17T00:00:00.000Z,6796.05957,6803.559261,"""""",0
edphd,TK411.MATERIAL,Tank 411 Product code,2021-04-16T00:00:00.000Z,"""""","""""",JETA,0
edphd,TK411.MATERIAL,Tank 411 Product code,2021-04-17T00:00:00.000Z,"""""","""""",JETA,0
