Material,StandardUnit,ToUnit,Factor
1000131032,EA,EA,1
1000131033,EA,EA,1
1000131034,EA,EA,1
1000131035,EA,EA,1
1000131037,EA,EA,1
1000131041,EA,EA,1
1000131043,EA,EA,1
1000131045,EA,EA,1
1000131047,EA,EA,1
1000131048,EA,EA,1
1000131049,EA,EA,1
1000131050,EA,EA,1
1000131051,EA,EA,1
1000131052,EA,EA,1
1000131053,EA,EA,1
1000131054,EA,EA,1
1000131055,EA,EA,1
1000131057,EA,EA,1
1000131058,EA,EA,1
1000131060,EA,EA,1
1000131061,EA,EA,1
1000131062,EA,EA,1
1000131063,EA,EA,1
1000131064,EA,EA,1
1000131065,EA,EA,1
1000131066,EA,EA,1
1000131068,EA,EA,1
1000131070,EA,EA,1
1000131071,EA,EA,1
1000131072,EA,EA,1
1000131073,EA,EA,1
1000131074,EA,EA,1
1000131076,EA,EA,1
1000131077,EA,EA,1
1000131078,EA,EA,1
1000131079,EA,EA,1
1000131080,EA,EA,1
1000131081,EA,EA,1
1000131082,EA,EA,1
1000131085,EA,EA,1
1000131087,EA,EA,1
1000131088,EA,EA,1
1000131089,EA,EA,1
1000131090,EA,EA,1
1000131091,EA,EA,1
1000131092,EA,EA,1
1000131093,EA,EA,1
1000131094,EA,EA,1
1000131096,EA,EA,1
1000131097,EA,EA,1
1000131098,EA,EA,1
1000131099,EA,EA,1
1000131100,EA,EA,1
1000131103,EA,EA,1
1000131111,EA,EA,1
1000131112,EA,EA,1
1000131113,EA,EA,1
1000131114,EA,EA,1
1000131116,EA,EA,1
1000131117,EA,EA,1
1000131118,EA,EA,1
1000131119,EA,EA,1
1000131119,EA,KG,0.000660939
1000131119,EA,TE,1
1000131121,EA,EA,1
1000131123,EA,EA,1
1000131127,EA,EA,1
1000131131,EA,EA,1
1000131132,EA,EA,1
1000131133,EA,EA,1
1000131135,EA,EA,1
1000131136,EA,EA,1
1000131139,EA,EA,1
1000131140,EA,EA,1
1000131147,EA,EA,1
1000131156,EA,EA,1
1000131157,EA,EA,1
1000131158,EA,EA,1
1000131160,EA,EA,1
1000131161,EA,EA,1
1000131171,EA,EA,1
1000131172,EA,EA,1
1000131173,EA,EA,1
1000131174,EA,EA,1
1000131175,EA,EA,1
1000131176,EA,EA,1
1000131177,EA,EA,1
1000131179,EA,EA,1
1000131180,EA,EA,1
1000131182,EA,EA,1
1000131184,EA,EA,1
1000131187,EA,EA,1
1000131192,EA,EA,1
1000131193,EA,EA,1
1000131195,EA,EA,1
1000131196,EA,EA,1
1000131198,EA,EA,1
1000131200,EA,EA,1
1000131202,EA,EA,1
1000131204,EA,EA,1
1000131205,EA,EA,1
1000131207,EA,EA,1
1000131208,EA,EA,1
1000131210,EA,EA,1
1000131211,EA,EA,1
1000131212,EA,EA,1
1000131213,EA,EA,1
1000131214,EA,EA,1
1000131215,EA,EA,1
1000131216,EA,EA,1
1000131217,EA,EA,1
1000131231,EA,EA,1
1000131233,EA,EA,1
1000131234,EA,EA,1
1000131237,EA,EA,1
1000131239,EA,EA,1
1000131240,EA,EA,1
1000131253,EA,EA,1
1000131255,EA,EA,1
1000131260,EA,EA,1
1000131261,EA,EA,1
1000131262,EA,EA,1
1000131263,EA,EA,1
1000131264,EA,EA,1
1000131265,EA,EA,1
1000131266,EA,EA,1
1000131267,EA,EA,1
1000131271,EA,EA,1
1000131272,EA,EA,1
1000131273,EA,EA,1
1000131275,EA,EA,1
1000131276,EA,EA,1
1000131277,EA,EA,1
1000131278,EA,EA,1
1000131279,EA,EA,1
1000131280,EA,EA,1
1000131290,EA,EA,1
1000131291,EA,EA,1
1000131292,EA,EA,1
1000131293,EA,EA,1
1000131297,EA,EA,1
1000131298,EA,EA,1
1000131299,EA,EA,1
1000131301,EA,EA,1
1000131302,EA,EA,1
1000131304,EA,EA,1
1000131306,EA,EA,1
1000131311,EA,EA,1
1000131312,EA,EA,1
1000131315,EA,EA,1
1000131316,EA,EA,1
1000131317,EA,EA,1
1000131318,EA,EA,1
1000131320,EA,EA,1
1000131322,EA,EA,1
1000131327,EA,EA,1
1000131329,EA,EA,1
1000131330,EA,EA,1
1000131331,EA,EA,1
1000131332,EA,EA,1
1000131333,FT,FT,1
1000131335,FT,FT,1
1000131338,EA,EA,1
1000131339,EA,EA,1
1000131340,KG,KG,1
1000131342,KG,KG,1
1000131343,KG,KG,1
1000131345,KG,KG,1
1000131346,EA,EA,1
1000131347,KG,KG,1
1000131348,KG,KG,1
1000131349,KG,KG,1
1000131351,EA,EA,1
1000131352,EA,EA,1
1000131363,EA,EA,1
1000131364,EA,EA,1
1000131365,EA,EA,1
1000131366,EA,EA,1
1000131367,EA,EA,1
1000131372,SET,SET,1
1000131373,SET,SET,1
1000131374,EA,EA,1
1000131376,EA,EA,1
1000131377,EA,EA,1
1000131379,EA,EA,1
1000131380,EA,EA,1
1000131381,EA,EA,1
1000131382,EA,EA,1
1000131383,BOX,BOX,1
1000131384,EA,EA,1
1000131385,EA,EA,1
1000131388,EA,EA,1
1000131390,EA,EA,1
1000131394,EA,EA,1
1000131396,EA,EA,1
1000131399,EA,EA,1
1000131400,EA,EA,1
1000131403,EA,EA,1
1000131411,EA,EA,1
1000131413,EA,EA,1
1000131418,EA,EA,1
1000131421,EA,EA,1
1000131437,EA,EA,1
1000131438,EA,EA,1
1000131441,EA,EA,1
1000131442,EA,EA,1
1000131446,EA,EA,1
1000131448,EA,EA,1
1000131449,EA,EA,1
1000131450,EA,EA,1
1000131451,EA,EA,1
1000131452,EA,EA,1
1000131453,EA,EA,1
1000131454,EA,EA,1
1000131455,EA,EA,1
1000131456,EA,EA,1
1000131459,EA,EA,1
1000131460,EA,EA,1
1000131461,EA,EA,1
1000131462,EA,EA,1
1000131471,EA,EA,1
1000131473,EA,EA,1
1000131474,EA,EA,1
1000131475,EA,EA,1
1000131476,EA,EA,1
1000131477,EA,EA,1
1000131479,EA,EA,1
1000131480,EA,EA,1
1000131481,EA,EA,1
1000131485,EA,EA,1
1000131491,EA,EA,1
1000131492,EA,EA,1
1000131494,EA,EA,1
1000131495,EA,EA,1
1000131500,EA,EA,1
1000131501,EA,EA,1
1000131502,EA,EA,1
1000131503,EA,EA,1
1000131504,EA,EA,1
1000131505,EA,EA,1
1000131511,EA,EA,1
1000131514,FT,FT,1
1000131515,BOX,BOX,1
1000131516,EA,EA,1
1000131521,EA,EA,1
1000131522,EA,EA,1
1000131524,EA,EA,1
1000131525,EA,EA,1
1000131527,EA,EA,1
1000131528,EA,EA,1
1000131529,EA,EA,1
1000131536,EA,EA,1
1000131537,EA,EA,1
1000131541,EA,EA,1
1000131542,EA,EA,1
1000131552,EA,EA,1
1000131554,EA,EA,1
1000131556,EA,EA,1
1000131557,EA,EA,1
1000131558,EA,EA,1
1000131559,EA,EA,1
1000131560,EA,EA,1
1000131567,EA,EA,1
1000131569,EA,EA,1
1000131570,EA,EA,1
1000131573,EA,EA,1
1000131574,EA,EA,1
1000131575,EA,EA,1
1000131577,EA,EA,1
1000131578,EA,EA,1
1000131579,EA,EA,1
1000131581,EA,EA,1
1000131582,EA,EA,1
1000131584,EA,EA,1
1000131585,EA,EA,1
1000131586,EA,EA,1
1000131589,EA,EA,1
1000131590,EA,EA,1
1000131593,EA,EA,1
1000131603,EA,EA,1
1000131604,EA,EA,1
1000131605,EA,EA,1
1000131606,EA,EA,1
1000131607,EA,EA,1
1000131612,EA,EA,1
1000131613,EA,EA,1
1000131614,EA,EA,1
1000131621,EA,EA,1
1000131623,EA,EA,1
1000131630,EA,EA,1
1000131631,FT,FT,1
1000131634,EA,EA,1
1000131635,EA,EA,1
1000131636,EA,EA,1
1000131638,EA,EA,1
1000131639,EA,EA,1
1000131640,EA,EA,1
1000131641,EA,EA,1
1000131642,EA,EA,1
1000131643,EA,EA,1
1000131651,CAS,CAS,1
1000131651,CAS,CAR,1
1000131654,EA,EA,1
1000131655,EA,EA,1
1000131656,EA,EA,1
1000131658,EA,EA,1
1000131661,EA,EA,1
1000131664,EA,EA,1
1000131667,EA,EA,1
1000131670,EA,EA,1
1000131671,EA,EA,1
1000131673,EA,EA,1
1000131674,EA,EA,1
1000131675,EA,EA,1
1000131677,EA,EA,1
1000131678,EA,EA,1
1000131681,EA,EA,1
1000131683,EA,EA,1
1000131691,EA,EA,1
1000131692,KG,KG,1
1000131697,FT,FT,1
1000131699,FT,FT,1
1000131700,EA,EA,1
1000131701,EA,EA,1
1000131702,EA,EA,1
1000131704,EA,EA,1
1000131705,EA,EA,1
1000131706,EA,EA,1
1000131707,EA,EA,1
1000131709,EA,EA,1
1000131710,EA,EA,1
1000131711,EA,EA,1
1000131712,EA,EA,1
1000131714,EA,EA,1
1000131715,EA,EA,1
1000131716,EA,EA,1
1000131718,EA,EA,1
1000131720,EA,EA,1
1000131721,EA,EA,1
1000131722,EA,EA,1
1000131724,EA,EA,1
1000131725,EA,EA,1
1000131726,EA,EA,1
1000131727,EA,EA,1
1000131728,EA,EA,1
1000131729,EA,EA,1
1000131731,EA,EA,1
1000131733,EA,EA,1
1000131735,EA,EA,1
1000131736,EA,EA,1
1000131738,EA,EA,1
1000131746,EA,EA,1
1000131747,EA,EA,1
1000131750,EA,EA,1
1000131751,EA,EA,1
1000131752,EA,EA,1
1000131754,EA,EA,1
1000131756,EA,EA,1
1000131760,EA,EA,1
1000131770,EA,EA,1
1000131772,EA,EA,1
1000131773,EA,EA,1
1000131774,EA,EA,1
1000131775,EA,EA,1
1000131776,EA,EA,1
1000131778,EA,EA,1
1000131779,EA,EA,1
1000131781,EA,EA,1
1000131782,EA,EA,1
1000131786,EA,EA,1
1000131787,EA,EA,1
1000131790,EA,EA,1
1000131791,EA,EA,1
1000131794,EA,EA,1
1000131795,EA,EA,1
1000131796,EA,EA,1
1000131798,EA,EA,1
1000131800,EA,EA,1
1000131806,EA,EA,1
1000131807,EA,EA,1
1000131815,EA,EA,1
1000131817,EA,EA,1
1000131819,EA,EA,1
1000131821,EA,EA,1
1000131824,EA,EA,1
1000131835,EA,EA,1
1000131836,EA,EA,1
1000131837,EA,EA,1
1000131838,EA,EA,1
1000131849,EA,EA,1
1000131853,EA,EA,1
1000131854,EA,EA,1
1000131862,EA,EA,1
1000131864,EA,EA,1
1000131865,EA,EA,1
1000131869,ROL,ROL,1
1000131881,EA,EA,1
1000131882,EA,EA,1
1000131883,EA,EA,1
1000131884,EA,EA,1
1000131885,EA,EA,1
1000131893,EA,EA,1
1000131905,EA,EA,1
1000131906,EA,EA,1
1000131907,EA,EA,1
1000131908,EA,EA,1
1000131909,EA,EA,1
1000131912,EA,EA,1
1000131914,EA,EA,1
1000131920,EA,EA,1
1000131921,EA,EA,1
1000131923,EA,EA,1
1000131925,EA,EA,1
1000131927,EA,EA,1
1000131928,EA,EA,1
1000131929,EA,EA,1
1000131930,EA,EA,1
1000131931,EA,EA,1
1000131932,EA,EA,1
1000131933,EA,EA,1
1000131934,EA,EA,1
1000131936,EA,EA,1
1000131937,EA,EA,1
1000131939,EA,EA,1
1000131941,EA,EA,1
1000131942,EA,EA,1
1000131943,EA,EA,1
1000131944,EA,EA,1
1000131945,EA,EA,1
1000131946,EA,EA,1
1000131947,EA,EA,1
1000131948,EA,EA,1
1000131950,EA,EA,1
1000131951,EA,EA,1
1000131953,EA,EA,1
1000131956,EA,EA,1
1000131957,EA,EA,1
1000131959,EA,EA,1
1000131960,EA,EA,1
1000131961,EA,EA,1
1000131962,EA,EA,1
1000131963,EA,EA,1
1000131966,EA,EA,1
1000131969,ROL,ROL,1
1000131977,EA,EA,1
1000131978,EA,EA,1
1000131979,EA,EA,1
1000131980,EA,EA,1
1000131997,EA,EA,1
1000131998,EA,EA,1
1000131999,EA,EA,1
1000132000,EA,EA,1
1000132002,EA,EA,1
1000132003,EA,EA,1
1000132004,EA,EA,1
1000132005,EA,EA,1
1000132006,EA,EA,1
1000132007,EA,EA,1
1000132008,EA,EA,1
1000132009,EA,EA,1
1000132010,EA,EA,1
1000132011,EA,EA,1
1000132012,EA,EA,1
1000132013,EA,EA,1
1000132015,EA,EA,1
1000132016,EA,EA,1
1000132017,EA,EA,1
1000132018,EA,EA,1
1000132019,EA,EA,1
1000132020,EA,EA,1
1000132022,EA,EA,1
1000132023,EA,EA,1
1000132024,EA,EA,1
1000132026,EA,EA,1
1000132028,EA,EA,1
1000132030,EA,EA,1
1000132033,EA,EA,1
1000132034,EA,EA,1
1000132035,EA,EA,1
1000132036,EA,EA,1
1000132037,EA,EA,1
1000132038,EA,EA,1
1000132039,EA,EA,1
1000132040,EA,EA,1
1000132041,EA,EA,1
1000132043,EA,EA,1
1000132044,EA,EA,1
1000132045,EA,EA,1
1000132047,EA,EA,1
1000132051,EA,EA,1
1000132052,EA,EA,1
1000132055,EA,EA,1
1000132056,EA,EA,1
1000132058,EA,EA,1
1000132060,EA,EA,1
1000132061,EA,EA,1
1000132062,EA,EA,1
1000132063,EA,EA,1
1000132064,EA,EA,1
1000132065,EA,EA,1
1000132067,EA,EA,1
1000132068,EA,EA,1
1000132071,EA,EA,1
1000132072,EA,EA,1
1000132073,EA,EA,1
1000132076,EA,EA,1
1000132077,EA,EA,1
1000132080,EA,EA,1
1000132081,EA,EA,1
1000132083,EA,EA,1
1000132084,EA,EA,1
1000132085,EA,EA,1
1000132087,EA,EA,1
1000132088,EA,EA,1
1000132089,EA,EA,1
1000132090,EA,EA,1
1000132091,EA,EA,1
1000132092,EA,EA,1
1000132093,EA,EA,1
1000132094,EA,EA,1
1000132095,EA,EA,1
1000132096,EA,EA,1
1000132097,EA,EA,1
1000132098,EA,EA,1
1000132099,EA,EA,1
1000132100,EA,EA,1
1000132107,EA,EA,1
1000132112,EA,EA,1
1000132114,EA,EA,1
1000132116,EA,EA,1
1000132117,EA,EA,1
1000132128,EA,EA,1
1000132130,EA,EA,1
1000132131,EA,EA,1
1000132134,EA,EA,1
1000132138,EA,EA,1
1000132140,EA,EA,1
1000132142,EA,EA,1
1000132144,EA,EA,1
1000132145,EA,EA,1
1000132146,EA,EA,1
1000132156,EA,EA,1
1000132157,EA,EA,1
1000132158,EA,EA,1
1000132159,EA,EA,1
1000132161,EA,EA,1
1000132162,EA,EA,1
1000132164,EA,EA,1
1000132165,EA,EA,1
1000132166,EA,EA,1
1000132167,EA,EA,1
1000132168,EA,EA,1
1000132170,EA,EA,1
1000132173,EA,EA,1
1000132174,EA,EA,1
1000132176,EA,EA,1
1000132178,EA,EA,1
1000132179,EA,EA,1
1000132180,EA,EA,1
1000132181,EA,EA,1
1000132184,EA,EA,1
1000132186,CAS,CAS,1
1000132186,CAS,CAR,1
1000132188,FT,FT,1
1000132191,EA,EA,1
1000132193,EA,EA,1
1000132194,EA,EA,1
1000132195,EA,EA,1
1000132196,EA,EA,1
1000132197,EA,EA,1
1000132201,EA,EA,1
1000132202,EA,EA,1
1000132203,EA,EA,1
1000132204,EA,EA,1
1000132206,EA,EA,1
1000132207,EA,EA,1
1000132208,EA,EA,1
1000132210,EA,EA,1
1000132211,EA,EA,1
1000132212,EA,EA,1
1000132213,EA,EA,1
1000132214,EA,EA,1
1000132215,EA,EA,1
1000132216,EA,EA,1
1000132217,EA,EA,1
1000132218,EA,EA,1
1000132219,EA,EA,1
1000132220,EA,EA,1
1000132221,EA,EA,1
1000132222,EA,EA,1
1000132224,EA,EA,1
1000132227,EA,EA,1
1000132232,EA,EA,1
1000132233,EA,EA,1
1000132236,EA,EA,1
1000132237,EA,EA,1
1000132238,EA,EA,1
1000132239,EA,EA,1
1000132240,EA,EA,1
1000132241,EA,EA,1
1000132243,EA,EA,1
1000132244,EA,EA,1
1000132245,EA,EA,1
1000132248,EA,EA,1
1000132250,EA,EA,1
1000132252,EA,EA,1
1000132253,EA,EA,1
1000132254,EA,EA,1
1000132255,EA,EA,1
1000132256,EA,EA,1
1000132257,EA,EA,1
1000132258,EA,EA,1
1000132259,EA,EA,1
1000132260,EA,EA,1
1000132261,EA,EA,1
1000132262,EA,EA,1
1000132263,EA,EA,1
1000132264,EA,EA,1
1000132265,EA,EA,1
1000132267,EA,EA,1
1000132268,EA,EA,1
1000132269,EA,EA,1
1000132270,EA,EA,1
1000132272,EA,EA,1
1000132274,FT,FT,1
1000132276,FT,FT,1
1000132279,FT,FT,1
1000132280,FT,FT,1
1000132281,EA,EA,1
1000132282,EA,EA,1
1000132283,EA,EA,1
1000132284,EA,EA,1
1000132286,EA,EA,1
1000132287,EA,EA,1
1000132288,EA,EA,1
1000132289,EA,EA,1
1000132290,EA,EA,1
1000132291,EA,EA,1
1000132292,EA,EA,1
1000132293,EA,EA,1
1000132294,EA,EA,1
1000132296,EA,EA,1
1000132298,EA,EA,1
1000132299,EA,EA,1
1000132300,EA,EA,1
1000132301,EA,EA,1
1000132302,EA,EA,1
1000132303,EA,EA,1
1000132304,EA,EA,1
1000132305,EA,EA,1
1000132311,EA,EA,1
1000132312,EA,EA,1
1000132314,EA,EA,1
1000132315,EA,EA,1
1000132317,EA,EA,1
1000132323,CAS,CAS,1
1000132323,CAS,CAR,1
1000132324,EA,EA,1
1000132327,EA,EA,1
1000132330,EA,EA,1
1000132331,EA,EA,1
1000132337,EA,EA,1
1000132338,EA,EA,1
1000132340,EA,EA,1
1000132343,EA,EA,1
1000132344,EA,EA,1
1000132348,EA,EA,1
1000132349,EA,EA,1
1000132352,EA,EA,1
1000132356,EA,EA,1
1000132359,EA,EA,1
1000132361,EA,EA,1
1000132362,EA,EA,1
1000132364,EA,EA,1
1000132366,EA,EA,1
1000132367,EA,EA,1
1000132370,EA,EA,1
1000132371,EA,EA,1
1000132374,EA,EA,1
1000132375,EA,EA,1
1000132376,EA,EA,1
1000132377,EA,EA,1
1000132379,EA,EA,1
1000132381,EA,EA,1
1000132394,EA,EA,1
1000132395,EA,EA,1
1000132399,EA,EA,1
1000132400,EA,EA,1
1000132403,EA,EA,1
1000132406,EA,EA,1
1000132409,EA,EA,1
1000132410,EA,EA,1
1000132411,EA,EA,1
1000132412,EA,EA,1
1000132414,EA,EA,1
1000132416,EA,EA,1
1000132418,EA,EA,1
1000132419,EA,EA,1
1000132420,EA,EA,1
1000132421,EA,EA,1
1000132422,EA,EA,1
1000132423,EA,EA,1
1000132426,EA,EA,1
1000132427,EA,EA,1
1000132462,EA,EA,1
1000132463,EA,EA,1
1000132464,EA,EA,1
1000132465,EA,EA,1
1000132466,EA,EA,1
1000132468,EA,EA,1
1000132469,EA,EA,1
1000132470,EA,EA,1
1000132471,EA,EA,1
1000132480,EA,EA,1
1000132481,EA,EA,1
1000132482,EA,EA,1
1000132483,EA,EA,1
1000132484,EA,EA,1
1000132486,EA,EA,1
1000132488,EA,EA,1
1000132490,EA,EA,1
1000132494,EA,EA,1
1000132496,EA,EA,1
1000132498,EA,EA,1
1000132504,EA,EA,1
1000132522,EA,EA,1
1000132530,EA,EA,1
1000132531,EA,EA,1
1000132533,EA,EA,1
1000132534,EA,EA,1
1000132535,EA,BOX,1
1000132535,EA,EA,1
1000132540,M,M,1
1000132551,EA,EA,1
1000132552,EA,EA,1
1000132553,EA,EA,1
1000132554,EA,EA,1
1000132557,EA,EA,1
1000132559,EA,EA,1
1000132563,EA,EA,1
1000132564,EA,EA,1
1000132566,EA,EA,1
1000132567,EA,EA,1
1000132568,EA,EA,1
1000132569,EA,EA,1
1000132575,EA,EA,1
1000132578,EA,EA,1
1000132579,EA,EA,1
1000132581,M,M,1
1000132591,EA,EA,1
1000132601,EA,EA,1
1000132603,EA,EA,1
1000132604,EA,EA,1
1000132605,EA,EA,1
1000132606,EA,EA,1
1000132607,EA,EA,1
1000132614,FT,FT,1
1000132614,FT,M,3.280839895
1000132621,FT,FT,1
1000132621,FT,M,3.280839895
1000132622,FT,FT,1
1000132622,FT,M,3.280839895
1000132623,FT,FT,1
1000132623,FT,M,3.280839895
1000132624,FT,FT,1
1000132624,FT,M,3.280839895
1000132625,FT,FT,1
1000132625,FT,M,3.280839895
1000132626,FT,FT,1
1000132626,FT,M,3.280839895
1000132627,FT,FT,1
1000132627,FT,M,3.280839895
1000132629,FT,FT,1
1000132629,FT,M,3.280839895
1000132630,FT,FT,1
1000132630,FT,M,3.280839895
1000132632,FT,FT,1
1000132632,FT,M,3.280839895
1000132633,FT,FT,1
1000132633,FT,M,3.280839895
1000132634,FT,FT,1
1000132634,FT,M,3.280839895
1000132635,FT,FT,1
1000132635,FT,M,3.280839895
1000132636,FT,FT,1
1000132636,FT,M,3.280839895
1000132637,FT,FT,1
1000132637,FT,M,3.280839895
1000132638,FT,FT,1
1000132638,FT,M,3.280839895
1000132640,FT,FT,1
1000132640,FT,M,3.280839895
1000132641,FT,FT,1
1000132641,FT,M,3.280839895
1000132642,FT,FT,1
1000132642,FT,M,3.280839895
1000132643,FT,FT,1
1000132643,FT,M,3.280839895
1000132644,FT,FT,1
1000132644,FT,M,3.280839895
1000132647,FT,FT,1
1000132647,FT,M,3.280839895
1000132648,FT,FT,1
1000132648,FT,M,3.280839895
1000132649,FT,FT,1
1000132649,FT,M,3.280839895
1000132650,FT,FT,1
1000132650,FT,M,3.280839895
1000132651,FT,FT,1
1000132651,FT,M,3.280839895
1000132654,FT,FT,1
1000132654,FT,M,3.280839895
1000132655,FT,FT,1
1000132655,FT,M,3.280839895
1000132656,FT,FT,1
1000132656,FT,M,3.280839895
1000132657,FT,FT,1
1000132657,FT,M,3.280839895
1000132658,FT,FT,1
1000132658,FT,M,3.280839895
1000132659,FT,FT,1
1000132659,FT,M,3.280839895
1000132660,FT,FT,1
1000132660,FT,M,3.280839895
1000132661,FT,FT,1
1000132661,FT,M,3.280839895
1000132662,FT,FT,1
1000132662,FT,M,3.280839895
1000132663,FT,FT,1
1000132663,FT,M,3.280839895
1000132665,FT,FT,1
1000132665,FT,M,3.280839895
1000132666,FT,FT,1
1000132666,FT,M,3.280839895
1000132667,FT,FT,1
1000132667,FT,M,3.280839895
1000132668,FT,FT,1
1000132668,FT,M,3.280839895
1000132670,FT,FT,1
1000132670,FT,M,3.280839895
1000132672,FT,FT,1
1000132672,FT,M,3.280839895
1000132673,FT,FT,1
1000132673,FT,M,3.280839895
1000132674,FT,FT,1
1000132674,FT,M,3.280839895
1000132677,FT,FT,1
1000132677,FT,M,3.280839895
1000132678,FT,FT,1
1000132678,FT,M,3.280839895
1000132679,FT,FT,1
1000132679,FT,M,3.280839895
1000132680,FT,FT,1
1000132680,FT,M,3.280839895
1000132681,FT,FT,1
1000132681,FT,M,3.280839895
1000132683,FT,FT,1
1000132683,FT,M,3.280839895
1000132684,FT,FT,1
1000132684,FT,M,3.280839895
1000132685,FT,FT,1
1000132685,FT,M,3.280839895
1000132686,FT,FT,1
1000132686,FT,M,3.280839895
1000132687,FT,FT,1
1000132687,FT,M,3.280839895
1000132688,FT,FT,1
1000132688,FT,M,3.280839895
1000132690,FT,FT,1
1000132690,FT,M,3.280839895
1000132767,FT,FT,1
1000132767,FT,M,3.280839895
1000132769,FT,FT,1
1000132769,FT,M,3.280839895
1000132774,FT,FT,1
1000132774,FT,M,3.280839895
1000132775,FT,FT,1
1000132775,FT,M,3.280839895
1000132784,FT,FT,1
1000132784,FT,M,3.280839895
1000132787,FT,FT,1
1000132787,FT,M,3.280839895
1000132802,FT,FT,1
1000132866,M,M,1
1000132870,FT,FT,1
1000132880,FT,FT,1
1000132880,FT,M,3.280839895
1000132883,FT,FT,1
1000132883,FT,M,3.280839895
1000132886,FT,FT,1
1000132886,FT,M,3.280839895
1000132887,M,M,1
1000132895,M,M,1
1000132906,FT,FT,1
1000132906,FT,M,3.280839895
1000133044,EA,EA,1
1000133045,EA,EA,1
1000133046,EA,EA,1
1000133048,EA,EA,1
1000133050,EA,EA,1
1000133052,EA,EA,1
1000133061,EA,EA,1
1000133062,EA,EA,1
1000133063,EA,EA,1
1000133064,EA,EA,1
1000133065,EA,EA,1
1000133066,EA,EA,1
1000133067,EA,EA,1
1000133070,EA,EA,1
1000133071,EA,EA,1
1000133072,EA,EA,1
1000133073,EA,EA,1
1000133074,EA,EA,1
1000133075,EA,EA,1
1000133076,EA,EA,1
1000133082,EA,EA,1
1000133083,EA,EA,1
1000133084,EA,EA,1
1000133086,EA,EA,1
1000133087,EA,EA,1
1000133088,EA,EA,1
1000133090,EA,EA,1
1000133091,EA,EA,1
1000133092,EA,EA,1
1000133093,EA,EA,1
1000133094,EA,EA,1
1000133096,EA,EA,1
1000133097,EA,EA,1
1000133098,EA,EA,1
1000133100,EA,EA,1
1000133101,EA,EA,1
1000133102,EA,EA,1
1000133103,EA,EA,1
1000133104,EA,EA,1
1000133105,EA,EA,1
1000133107,EA,EA,1
1000133108,EA,EA,1
1000133111,EA,EA,1
1000133112,EA,EA,1
1000133113,EA,EA,1
1000133114,EA,EA,1
1000133117,EA,EA,1
1000133119,EA,EA,1
1000133120,EA,EA,1
1000133122,EA,EA,1
1000133131,EA,EA,1
1000133133,EA,EA,1
1000133135,EA,EA,1
1000133136,EA,EA,1
1000133138,EA,EA,1
1000133141,EA,EA,1
1000133142,EA,EA,1
1000133144,EA,EA,1
1000133151,EA,EA,1
1000133154,EA,EA,1
1000133155,EA,EA,1
1000133158,EA,EA,1
1000133159,EA,EA,1
1000133160,EA,EA,1
1000133162,EA,EA,1
1000133163,EA,EA,1
1000133164,FT,FT,1
1000133167,EA,EA,1
1000133168,EA,EA,1
1000133169,EA,EA,1
1000133170,EA,EA,1
1000133171,EA,EA,1
1000133179,EA,EA,1
1000133180,EA,EA,1
1000133182,EA,EA,1
1000133183,EA,EA,1
1000133185,EA,EA,1
1000133186,EA,EA,1
1000133187,EA,EA,1
1000133188,EA,EA,1
1000133192,EA,EA,1
1000133193,EA,EA,1
1000133212,EA,EA,1
1000133214,EA,EA,1
1000133215,EA,EA,1
1000133219,EA,EA,1
1000133221,EA,EA,1
1000133223,EA,EA,1
1000133225,FT,FT,1
1000133226,FT,FT,1
1000133245,EA,EA,1
1000133246,EA,EA,1
1000133251,EA,EA,1
1000133252,EA,EA,1
1000133254,EA,EA,1
1000133255,EA,EA,1
1000133256,EA,EA,1
1000133257,EA,EA,1
1000133258,EA,EA,1
1000133259,EA,EA,1
1000133261,EA,EA,1
1000133262,EA,EA,1
1000133263,EA,EA,1
1000133264,EA,EA,1
1000133265,EA,EA,1
1000133266,EA,EA,1
1000133267,EA,EA,1
1000133268,EA,EA,1
1000133269,EA,EA,1
1000133270,EA,EA,1
1000133282,EA,EA,1
1000133283,EA,EA,1
1000133284,EA,EA,1
1000133285,EA,EA,1
1000133325,EA,EA,1
1000133328,EA,EA,1
1000133332,EA,EA,1
1000133333,EA,EA,1
1000133340,EA,EA,1
1000133341,EA,EA,1
1000133343,EA,EA,1
1000133344,EA,EA,1
1000133345,EA,EA,1
1000133346,EA,EA,1
1000133347,EA,EA,1
1000133348,EA,EA,1
1000133349,EA,EA,1
1000133350,EA,EA,1
1000133355,EA,EA,1
1000133357,EA,EA,1
1000133360,EA,EA,1
1000133361,FT,FT,1
1000133363,EA,EA,1
1000133364,EA,EA,1
1000133365,EA,EA,1
1000133367,EA,EA,1
1000133368,EA,EA,1
1000133369,EA,EA,1
1000133370,EA,EA,1
1000133372,EA,EA,1
1000133373,EA,EA,1
1000133374,EA,EA,1
1000133375,EA,EA,1
1000133376,EA,EA,1
1000133377,EA,EA,1
1000133378,EA,EA,1
1000133379,EA,EA,1
1000133380,EA,EA,1
1000133381,EA,EA,1
1000133382,EA,EA,1
1000133383,EA,EA,1
1000133384,EA,EA,1
1000133385,EA,EA,1
1000133386,EA,EA,1
1000133393,M,M,1
1000133394,EA,EA,1
1000133396,EA,EA,1
1000133397,EA,EA,1
1000133398,EA,EA,1
1000133399,EA,EA,1
1000133400,EA,EA,1
1000133401,EA,EA,1
1000133402,EA,EA,1
